IT,COMP3520,Operating Systems Internals,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/124003,An OS itself is a software program that manages the hardware and software resources of a computer. It makes the computer system convenient to use and solving user problems easier. Operating systems are an essential part of any computer system – a course on OS is thus an essential part of any computer science education.
IT,COMP3308,Introduction to Artificial Intelligence,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/123893,"Artificial Intelligence (AI) is all about programming computers to perform tasks normally associated with intelligent behaviour. Classical AI programs have played games, proved theorems, discovered patterns in data, planned complex assembly sequences and so on. This unit of study will introduce representations, techniques and architectures used to build intelligent systems. It will explore selected topics such as heuristic search, game playing, machine learning, neural networks and probabilistic reasoning. Students who complete it will have an understanding of some of the fundamental methods and algorithms of AI, and an appreciation of how they can be applied to interesting problems. The unit will involve a practical component in which some simple problems are solved using AI techniques."
IT,INFO3406,Introduction to Data Analytics [not offered in 2020],https://cusp.sydney.edu.au/students/view-unit-page/uos_id/287926,"Big Data refers to datasets that are massive, heterogenous, and dynamic that are beyond current approaches for the capture, storage, management, and analysis of the data. The focus of this unit is on understanding and applying relevant concepts, techniques, algorithms, and tools for the analysis, management and visualization of big data – with the goal of keeping abreast of the continual increase in the volume and complexity of data sets and enabling discovery of information and knowledge to guide effective decision making."
Mechanical,AMME4790,Introduction to Biomechatronics,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/112026,"Biomechatronics is the application of mechatronic engineering to human biology and as such it forms an important subset of the overall biomedical engineering discipline.  This course focusses on a number of areas of interest including auditory and optical prostheses, artificial hearts and active and passive prosthetic limbs and examines the biomechatronic systems (hardware & signal processing) that underpin their operation"
Biomedical,AMME5790,Introduction to Biomechatronics,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289756,"Biomechatronics is the application of mechatronic engineering to human biology, and as such it forms an important subset of the overall biomedical engineering discipline. This course focusses on a number of areas of interest including auditory and optical prostheses, artificial hearts and active and passive prosthetic limbs and examines the biomechatronic systems (hardware and signal processing) that underpin their operation."
Biomedical,AMME1960,Biomedical Engineering 1A,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/288614,Biomedical Engineering 1A introduces students to the biomedical engineering discipline of study and profession.
Biomedical,BMET1960,Biomedical Engineering 1A,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/290084,"Biomedical Engineering 1A introduces students to the exciting interdisciplinary field of Biomedical Engineering through lectures from experts in the key thematic areas of Biomedical Engineering, and practical hands-on training that every Biomedical Engineer needs to know. Areas you will cover include: (i) Medical Imaging; (ii) Biomaterials and Tissue Engineering; (iii) Nanomaterials and Nanotechnology; (iv) Medical Devices and Sensors; (v) Biomechanics and Computational Biomedical Engineering; (vi) Biomanufacturing; and (vii) Bionics and Neuromodulation. You will also complete two major assignments. Assignment 1 is the BMET1960 CANNES (creatively argued no-nonsense ethics scenarios) Film Festival, in which you will develop a persuasive position on a biomedical ethical scenario with your peers and present it creatively in a video. In Assignment 2 you will explore one of the areas of Biomedical Engineering that interests you and present a hypothetical ""game-changing"" technical report for the field. The quizzes, assignments and exam make up 60% of the total assessment. The remaining 40% comprises practical work (the Manufacturing Technology Workshop) involving a range of hardware and software skills vital to your future work as an engineer. We hope this introductory unit stirs your passion and interest in the exciting field of Biomedical Engineering!"
Biomedical,BMET2960,Biomedical Engineering 2 ,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/290086,"BMET2960 is designed to provide students with the necessary tools for mathematically modelling and solving problems in engineering. Engineering methods will be considered for a range of canonical problems, including conduction heat transfer in one and two dimensions, vibration, stress and deflection analysis, convection and stability problems. The mathematical tools covered in the lectures include: deriving analytical solutions via separation of variables, Fourier series and Fourier transforms, Laplace transforms, scaling and solving numerically using finite differences, finite element and finite volume approaches. There is a strong emphasis in both the lectures and tutorials on applying these mathematical methods to real biomedical engineering problems involving electrical, mechanical, thermal and chemical mechanisms in the human body. Specific examples include heat regulation, vibrations in biological systems, and the analysis of physiological signals such as ECG and EEG."
Chemical,CHEM1911,Chemistry 1A (Adv),https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289992,"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in sciences, engineering, and industrial processes. This unit of study will further develop your knowledge and skills in chemistry for broad application, including further study in chemistry. You will learn about nuclear and radiation chemistry, wave theory, atomic orbitals, spectroscopy, bonding, enthalpy and entropy, equilibrium, processes occurring in solutions, and the functional groups of molecules. You will develop experimental design, conduct and analysis skills in chemistry through experiments that ask and answer questions about the chemical nature and processes occurring around you. Through inquiry, observation and measurement, you will better understand natural and physical world and will be able to apply this understanding to real-world problems and solutions. This unit of study is directed toward students with a good secondary performance both overall and in chemistry or science. Students in this category are expected to do this unit rather than Chemistry 1A. Compared to the mainstream Chemistry 1A, the theory component of this unit provides a higher level of academic rigour and makes broader connections between topics."
Chemical,CHEM1001,Fundamentals of Chemistry 1A,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/285283,"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in the life, medical and physical sciences, engineering, and industrial processes. This unit of study will equip you with the fundamental knowledge and skills in chemistry for broad application. You will learn about atomic theory, structure and bonding, equilibrium, processes occurring in solutions, and the functional groups of molecules. You will develop experimental design, conduct and analysis skills in chemistry through experiments that ask and answer questions about the chemical nature and processes occurring around you. Through inquiry, observation and measurement, you will better understand natural and physical world and will be able to apply this understanding to real-world problems and solutions. This unit of study is directed toward students whose chemical background is weak (or non-existent). Compared to the mainstream Chemistry 1A, the theory component of this unit begins with more fundamental concepts, and does not cover, or goes into less detail about some topics. Progression to intermediate chemistry from this unit and Fundamentals of Chemistry 1B requires completion of an online supplementary course."
Chemical,CHEM1101,Chemistry 1A,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/254045,"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in the life, medical and physical sciences, engineering, and industrial processes. This unit of study will further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, and further study in chemistry. You will learn about nuclear and radiation chemistry, wave theory, atomic orbitals, spectroscopy, bonding, enthalpy and entropy, equilibrium, processes occurring in solutions, and the functional groups in carbon chemistry. You will develop experimental design, conduct and analysis skills in chemistry in small group projects. The laboratory program is designed to extend students who already have chemistry laboratory experience, and particularly caters for students who already show a passion and enthusiasm for research chemistry, as well as aptitude as demonstrated by high school chemistry results. Entry to Chemistry 1A (Special Studies Program) is restricted to a small number of students with an excellent school record in Chemistry, and applications must be made to the School of Chemistry. The practical work syllabus for Chemistry 1A (Special Studies Program) is very different from that for Chemistry 1A and Chemistry 1A (Advanced) and consists of special project-based laboratory exercises. All other unit of study details are the same as those for Chemistry 1A (Advanced)."
Chemical,CHEM1111,Chemistry 1A,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/286566,"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in the life, medical and physical sciences, engineering, and industrial processes. This unit of study will further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, and further study in chemistry. You will learn about nuclear and radiation chemistry, wave theory, atomic orbitals, spectroscopy, bonding, enthalpy and entropy, equilibrium, processes occurring in solutions, and the functional groups in carbon chemistry. You will develop experimental design, conduct and analysis skills in chemistry through experiments that ask and answer questions like how do dyes work, how do we desalinate water, how do we measure the acid content in foods, how do we get the blue in a blueprint, and how do we extract natural products from plants? Through inquiry, observation and measurement, you will understand the ‘why’ and the ‘how’ of the natural and physical world and will be able to apply this understanding to real-world problems and solutions."
Chemical,CHEM1903,Chemistry 1A (Special Studies Program),https://cusp.sydney.edu.au/students/view-unit-page/uos_id/285292,"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in the life, medical and physical sciences, engineering, and industrial processes. This unit of study will further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, and further study in chemistry. You will learn about nuclear and radiation chemistry, wave theory, atomic orbitals, spectroscopy, bonding, enthalpy and entropy, equilibrium, processes occurring in solutions, and the functional groups in carbon chemistry. You will develop experimental design, conduct and analysis skills in chemistry in small group projects. The laboratory program is designed to extend students who already have chemistry laboratory experience, and particularly caters for students who already show a passion and enthusiasm for research chemistry, as well as aptitude as demonstrated by high school chemistry results. Entry to Chemistry 1A (Special Studies Program) is restricted to a small number of students with an excellent school record in Chemistry, and applications must be made to the School of Chemistry. The practical work syllabus for Chemistry 1A (Special Studies Program) is very different from that for Chemistry 1A and Chemistry 1A (Advanced) and consists of special project-based laboratory exercises. All other unit of study details are the same as those for Chemistry 1A (Advanced)."
Chemical,CHEM1611,Chemistry A (Pharmacy),https://cusp.sydney.edu.au/students/view-unit-page/uos_id/285288,"Chemistry provides the basis for understanding molecular structures and processes, essential knowledge for many later year Pharmacy units of study. Lecture topics include some fundamental concepts, atomic theory, states and properties of matter, equations and stoichiometry, general acid-base theory, atomic structure, chemical bonding, introduction to organic chemistry, nomenclature, aliphatic chemistry, aromatic chemistry, heterocyclic compounds, isomerism, stereoisomerism, reaction mechanisms, biomolecules, amino acids and peptides, carbohydrates. Practical work is designed to enhance confidence and develop skills in the handling and manipulation of chemicals and in the observation and processing of experimental results. Special preparative studies: Students wishing to enrol in CHEM1611 who do not have the assumed chemical knowledge are advised to consult the School of Chemistry for information about a bridging course (offered in February, see http://sydney.edu.au/science/chemistry/studying-chemistry/bridging-course.shtml)."
Chemical,CHEM1102,Chemistry 1B,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/258253,"Chemistry transforms the way we live. It provides the basis for understanding biological, geological and atmospheric processes, how medicines work, the properties of materials and substances, how beer is brewed, and for obtaining forensic evidence. This unit of study builds upon your prior knowledge of chemistry to further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, industrial processing, and further study in chemistry. You will learn about organic chemistry reactions, structural determination, nitrogen chemistry, industrial processes, kinetics, electrochemistry, thermochemistry, phase behaviours, solubility equilibrium and chemistry of metals. You will further develop experimental design, conduct and analysis skills in chemistry through experiments that ask and answer questions like how do we develop lotions that don't burn us, how do we measure UV absorption by sunscreens, how can we measure and alter soil pH, how are sticky things made, and how do we determine the concentration of vitamin C in juice? Through enquiry, observation and measurement, you will understand the 'why' and the 'how' of the natural and physical world and will be able to apply this understanding to real-world problems and solutions. Chemistry 1B is built on a satisfactory prior knowledge of Chemistry 1A."
Chemical,CHEM1112,Chemistry 1B,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289995,"Chemistry transforms the way we live. It provides the basis for understanding biological, geological and atmospheric processes, how medicines work, the properties of materials and substances, how beer is brewed, and for obtaining forensic evidence. This unit of study builds upon your prior knowledge of chemistry to further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, industrial processing, and further study in chemistry. You will learn about organic chemistry reactions, structural determination, nitrogen chemistry, industrial processes, kinetics, electrochemistry, thermochemistry, phase behaviours, solubility equilibrium and chemistry of metals."
Chemical,CHEM1912,Chemistry 1B (Adv),https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289996,"Chemistry transforms the way we live. It provides the basis for understanding biological, geological and atmospheric processes, how medicines work, the properties of materials and substances, how beer is brewed, and for obtaining forensic evidence. This unit of study builds upon your prior knowledge of chemistry to further develop your knowledge and skills in chemistry for broad application, including further study in chemistry."
Civil,CIVL4860,Architectural to Structural Design,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/283985,CIVL4860 is a core final year unit for BE/BDesArch students aimed at enhancing students' skills in bridging between the architectural and engineering disciplines. The Unit will have a particular focus on developing strategies for how best to resolve the frequently conflicting interests and preferred concept solutions for addressing architectural and structural requirements for a building with given functions. Students will work in groups on developing final building designs from scratch from project briefs. Architectural and structural designs will be detailed in group presentations and reports.
Electrical,ELEC5518,IoT for Critical Infrastructures,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289732,"Connected smart objects, platforms and environments have been identified as the next big technology development. The intelligent network for automatic interaction and processing between objects and environments is referred to as the Internet of Things (IoT). This unit aims to introduce the design, processing and operation of critical IoT applications, including smart grids, intelligent transportation systems, smart cities and healthcare.  The unit will cover the IoT architecture, important components of IoT, such as sensors, communications networks and information processing, critical IoT applications, and the design and operations of these IoT systems and infrastructures. The students will be engaged in IoT programming and system development using advanced IoT platforms."
Management,PMGT2711,Critical Thinking for Projects,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/290041,"Critical questioning is important in all project communication and action. This unit explores ways of testing assumptions, and challenging the logical validity of arguments. The ability to critically question is a fundamental competency for effective project management, whether that be exploring the finer points of contracts, constructing an argument to win a bid or challenging project decisions."
Civil,CIVL9704,Transport Informatics,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/290060,"Data analytics: that is the examining raw data with the purpose of drawing conclusions about that information. The unit will cover the techniques and methods of collecting data, designing data structures, analysis of data and science-based inference from data.  These will be developed through real-world transport operations using available data bases and case studies of urban transport situations."
IT,DATA1001,Foundations of Data Science,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289998,"DATA1001 is a foundational unit in the Data Science major. The unit focuses on developing critical and statistical thinking skills for all students. Does mobile phone usage increase the incidence of brain tumours? What is the public's attitude to shark baiting following a fatal attack? Statistics is the science of decision making, essential in every industry and undergirds all research which relies on data. Students will use problems and data from the physical, health, life and social sciences to develop adaptive problem solving skills in a team setting. Taught interactively with embedded technology, DATA1001 develops critical thinking and skills to problem-solve with data. It is the prerequisite for DATA2002."
IT,DATA3406,Human-in-the-Loop Data Analytics,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289913,"DATA3406, Human-in-the-loop Data Analytics (HILDA) deals with the critical topic of the people's involvement in every aspect of data science. People are central to defining the problems that drive the data analysis and people may be affected by the outcomes, as decision makers or those affected by data-driven decisions such as those made by politicians, law makers, teachers ... In addition, it is people who actually do the data analysis, often in analysis teams and as part of larger teams that need the analysis. People own data and are sources of much of the data that people care most about. Critically, data analysts need to consider the implications of all the technical steps data engineering - wrangling, cleansing and preparation - that typically account for 50-80% of the time for data analytics projects. It is human data analysts who then use many, many methods to gain insights from the data; these ranges from the highly human-centred visual analytic methods to diverse statistical, machine learning and data mining methods."
Electrical,ELEC5212,Power System Planning and Markets,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/287905,"Deregulation of the electricity industry has fundamentally changed the power systems operation paradigm. The focus has shifted from central planning of vertically integrated utilities to market driven operation. Traditional electric energy producers and consumers play new roles in a power market environment and their behaviors are affected by the economic incentives to a large extent. Nevertheless, electric energy is a special commodity and cannot be traded as the other common goods. So a power market design has many special considerations compared with a conventional commercial market design. Knowledge of the power market mechanisms has become a necessary part in fully understanding the whole power system operations. To equip students with necessary skills to address the challenges of modern power systems, the unit will cover the following topics:"
Electrical,ELEC5211,Power System Dynamics and Control,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/287904,"Different from the traditional lecture based teaching way, this unit tries to maximize your involvements to help you learn the knowledge on power system dynamic modelling, analysis and control. The unit consists of two major parts. The first 7 weeks focus on gaining a deep understanding on power system dynamics and control through mixed lecture and hands-on problem solving; The last 6 weeks target on building the skills in applying the knowledge learned to solve dynamic problems related to two typical types of power systems through two projects."
IT,COMP9419,Digital Media Fundamentals,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/288339,"Digital media data such as audio, image and videos are increasingly becoming indispensable for big data driven computing applications in many domains, such as social media, public security, remote sensing, education, commerce, entertainment, and healthcare, to name a few. Knowledge on digital media computing has been essential for the booming job market on data science and data analytics. This unit aims to help students build up practical computing skills with digital media, and gain basic understanding of digital media data. It introduces the basics of digital media programming, the fundamentals of digital media data acquisition, processing, analysis, 3D graphics, and animation, as well as cutting-edge digital media applications."
IT,COMP5405,Digital Media Computing,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289779,"Digital media data such as audio, image, videos, graphics, and 3D are increasingly becoming indispensable for big data driven computing applications in many domains, such as computer vision, autonomous car, drones, social media, public security, education, commerce, entertainment, and healthcare. This unit aims to bring students the essential knowledge on digital media, various computing techniques and tools on digital media processing and analysis for many cutting-edge digital media applications such as VR/AR. It will help students build practical computing skills for digital media driven applications and analytics, and utilise learned knowledge to produce creative and media rich solutions to real world problems."
IT,COMP5618,Applied Cybersecurity,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/289760,"Digital technologies permeate every part of our lives. The internet has created a more open society, allowing us to create, share and access information and knowledge freely. As more of the services we rely on are digitised and available to use over the web, the more our identity, productivity, access to information, connectivity, social connections and financial well-being depends on information security. Consequently, a deep understanding of both offensive and defensive security techniques is fast becoming essential knowledge for a career in computing."
Biomedical,AMME4990,Biomedical Product Development,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/112097,"Elective Unit of Study: Product development in the biomedical area presents unique challenges that need to be addressed to efficiently satisfy strict regulatory requirements and to successfully advance products to approval for marketing. Biomedical engineers need a broad understanding of these challenges as the main components of product development are complex and interdependent.  Development of good manufacturing and quality control processes, preclinical and clinical validation of product safety and efficacy, and regulatory filings, are each progressive and interdependent processes.  This UoS will provide a broad understanding of regulatory requirements for biomedical product development, with particular emphasis on the dependence of each component on the development of processes and control systems that conform to Good Manufacturing Practice.  This UoS assumes prior knowledge of cell biology and chemistry and builds on that foundation to elaborate on the important aspects of biomedical product development."
Biomedical,AMME5990,Biomedical Engineering Technology 1,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/160355,"Elective Unit of Study: Product development in the biomedical area presents unique challenges that need to be addressed to efficiently satisfy strict regulatory requirements and to successfully advance products to approval for marketing. Biomedical engineers need a broad understanding of these challenges as the main components of product development are complex and interdependent.  Development of good manufacturing and quality control processes, preclinical and clinical validation of product safety and efficacy, and regulatory filings, are each progressive and interdependent processes.  This UoS will provide a broad understanding of regulatory requirements for biomedical product development, with particular emphasis on the dependence of each component on the development of processes and control systems that conform to Good Manufacturing Practice.  This UoS assumes prior knowledge of cell biology and chemistry and builds on that foundation to elaborate on the important aspects of biomedical product development."
Electrical,ELEC3607,Embedded Systems,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/120426,"Embedded systems have become pervasive in modern society. The aim of this unit of study is to teach students about embedded systems architecture, design methodology, interfacing and programming. Topics covered include peripheral devices, interrupts, direct memory access (DMA), assembly language, communications and data acquisition. A major design project is part of this course."
Engineering,ENGG1000,History and Philosophy of Engineering,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/287912,"ENGG1000 is a unique course that aims to provide students with an understanding of the historical development of Engineering with relation to societal expectations of the period. Engineering as a field of study and profession has developed over millennia from simple (yet significant) advances in technology such as the lever and wheel, to modern day examples such as advanced computers, nanomaterials and space flight."
Engineering,ENGG1805,Professional Engineering and IT,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/81002,"ENGG1805 aims to introduce students to the fundamental principles that underlie professional practice in information technologies. It lays the foundation for later studies, and presents to the students challenges common to a multidisciplinary IT environment. The subject also provides students with the opportunity to develop important attributes such as communication skills, an understanding of professional ethics, and of working as a part of a team. Tool use is an important aspect of this unit: students are required to learn to use tools for testing, managing artefacts, planning and completing work, and communicating within the team. A selection of guest speakers will address students on different career paths."
Engineering,ENGG3111,Integrated Engineering 3,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/288611,ENGG3111 continues the theme of integrating student’s professional development with practice. This integration is achieved through combining a series of interrelated activities which build on achievements of previous semesters. These learning activities combined to:
Engineering,ENGG2062,Engineering Project: Business Plan 2 Adv,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/118860,"Entrepreneurship has traditionally been defined in terms of business and profit eg ""the capacity and willingness to develop, organize and manage a business venture along with any of its risks in order to make a profit"". More recently, the term has taken on a broader meaning as companies pursue new routes to innovation. Entrepreneurship is now seen as an essential activity and skillset within all sorts of organisations. It is a new way of getting new things to happen. It has become an essential competence for all professionals, and in particular engineers."
Management,PMGT2854,Executing Projects,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/286266,"Even the best idea or prepared project plan can result in project failure because of poor execution. Executing projects is often associated with the use of tools, methods, and practices used to achieve project success, which usually begins with formal sponsor approval or sanction of a project. However, this view omits some essential questions with executing projects. For example, what is the best procurement approach? What about project strategy and control? What happens when there is disruption in the project environment and how will this impact the project? Many of these answers lie within the domain of executing projects. In this unit of study, you will gain an insight into some of the essential mechanisms needed for executing projects, for example, procurement approaches, strategizing, sensemaking, and power needed to achieve project success, whilst gaining an insight into the dynamics of project execution."
Engineering,ENGG5011,Engineering Foundation Studies A,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/284287,Foundations studies covers content that may be assumed knowledge or prerequisite information for follow-on Master of Professional Engineering units. Completion of assigned project work in prescribed background material by the coordinators of the specialist programs will allow students to meet the entry requirements of the MPE degree.
Civil,CIVL5351,Geoenvironmental Engineering,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/154037,"Geoenvironmental Engineering is an applied science concerned with the protection of the subsurface from human activities. It can be divided into 2 main branches: waste containment and treatment of pollution sites. The former is usually a preventative activity, whereas the latter is corrective, i.e. it occurs after pollution has taken place. Geoenvironmental Engineering draws on fundamental science, especially the chemistry of low-permeability material such as clay, fluid flow in soil and contaminant migration in soil. The goal of CIVL5351 is to introduce you to the science behind Geoenvironmental Engineering and develop your skills at designing waste containment systems."
Civil,CIVL5453,Geotechnical Hazards,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/288274,"Geotechnical hazards include landslides, rock falls and mud flows. They are triggered by soil/rock failure due to natural or human causes. The objective of this Unit of Study is to develop the ability to assess and mitigate the risks associated to such events."
IT,INFO2150,Introduction to Health Data Science,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/288256,"Health organisations cannot function effectively without computer information systems. Clinical data are stored and distributed in different databases, different formats and different locations. It requires a lot of effort to create an integrated and clean-up version of data from multiple sources, This unit provides basic introduction to the process and knowledge to enable the analysis of health data. The unit will be of interest to students seeking the understanding of the various coding standards in health industry, data retrieval from databases, data linkage issue, cleaning and pre-processing steps, necessary statistical techniques and presentation of results."
